y1_y1	y1_y2	y1_y3	y2_y1	y2_y2	y2_y3	y3_y1	y3_y2	y3_y3
0.8187310568252437	-0.28330360370068086	1.030914237773228	-0.28330360370068086	0.7730949428206519	-1.057678109296375	1.030914237773228	-1.057678109296375	2.5161587915653847
5.096849633931502	-2.4042524680519577	1.1758400306416859	-2.4042524680519577	1.5943291545451217	-0.6785115767271789	1.1758400306416859	-0.6785115767271789	0.9102295809805416
1.7551790105089504	-0.2986929613997657	-0.06291197444192592	-0.2986929613997657	0.4187289791475143	-0.032173147892044514	-0.06291197444192592	-0.032173147892044514	0.5877739340946724
1.7658598032474389	-1.739419446955331	0.6027856092072346	-1.739419446955331	2.7037580038600626	-0.6037580320048652	0.6027856092072346	-0.6037580320048652	1.5460742301582735
5.438968399213144	-4.628245600988358	-0.8169709964611857	-4.628245600988358	4.328129010025634	0.616356256932393	-0.8169709964611857	0.616356256932393	0.5907532060228788
2.615032379318384	-2.1825423033010933	0.5019843506679343	-2.1825423033010933	3.1532749269033906	-0.7618057970981821	0.5019843506679343	-0.7618057970981821	0.7144087200523008
7.976975440681944	-3.0285957719360863	-0.6360357284475148	-3.0285957719360863	1.4354826146336366	0.17465285483020995	-0.6360357284475148	0.17465285483020995	1.355862189749132
0.4742762552149544	-0.09521132120086807	0.12596405584174727	-0.09521132120086807	1.1056952454263032	0.3512123406813633	0.12596405584174727	0.3512123406813633	0.5337779960534259
0.3116169176758132	-0.06375719278884792	0.19487169238352692	-0.06375719278884792	0.9825988150778243	-0.2391053701992952	0.19487169238352692	-0.2391053701992952	0.4747236093420438
0.45432550641203345	0.03198568894876384	-0.364004061451293	0.03198568894876384	0.6953700031910726	-0.006513880339777566	-0.364004061451293	-0.006513880339777566	0.8924355247185924
0.3770052932633735	-0.09292859326796396	0.14229074779604697	-0.09292859326796396	0.6541791279020909	-0.09294610502516026	0.14229074779604697	-0.09294610502516026	0.5080522669975087
0.678665841397395	-0.1742745728813405	-0.07376500130634213	-0.1742745728813405	0.26924694510091535	0.023223713211022106	-0.07376500130634213	0.023223713211022106	0.4343886770117469
2.7729880595207663	-2.693334185236656	-0.8382795701908945	-2.693334185236656	3.088625318075931	1.141037638523676	-0.8382795701908945	1.141037638523676	1.3717492384982901
0.7629707993222573	0.09590620710066051	-0.23921269753867494	0.09590620710066051	1.0966911913832773	-0.2629045280809287	-0.23921269753867494	-0.2629045280809287	0.3809209623810408
0.6923215681863988	-0.23351145608913434	0.007970867110257959	-0.23351145608913434	0.504497414461732	-0.3698826616227724	0.007970867110257959	-0.3698826616227724	0.6292438307148913
0.7061774893927031	0.2710479691073181	0.38032627225295473	0.2710479691073181	0.949319757380047	0.5419526094663246	0.38032627225295473	0.5419526094663246	1.1947298860066449
1.1225425083984035	-0.16059615560565632	-0.216348766491183	-0.16059615560565632	0.6766621948374156	0.2929071033252427	-0.216348766491183	0.2929071033252427	0.9657988677961212
0.2073759420117992	0.057087187504974046	-0.06033430961023932	0.057087187504974046	0.34292649615127313	0.07793092051508328	-0.06033430961023932	0.07793092051508328	0.3936135580827005
