2:x2 : 2	2:x2 : 1
-0.727906571341137	-0.38644293346500097
-0.07609846210554946	-0.0072646864926443535
0.5035745334720175	0.07774911148740155
0.443436928266267	0.89384116124755
0.24216423625998085	0.48299075442847095
-0.5401030133576472	0.03667548695778215
1.001201273107365	0.8899868393856376
-0.2563438866701899	0.13332199359308874
-0.10275559953397218	0.67092125433004
0.6892727975907555	0.5807407761186703
-1.0103849368431437	-0.3179326748849531
0.18819177058307018	0.09069384969285921
-0.36897183927428845	0.05433238581138346
-0.40765776603359116	0.6470308664780211
-1.146566667268977	-0.5566908504018099
-0.5671558640370127	2.1352612544239
0.22709773178194248	0.6292343480591711
-0.680295133523946	0.2972533294039069
-0.33711562194657707	-0.5899305454148311
-0.9787585163003372	0.3908038902453549
0.8699057860455707	-0.008751634557972648
0.08816303513022725	0.8435059311461826
-0.30336018345592985	-0.6683768489980217
0.21812571036457729	0.08220274056199006
0.15831833841245987	0.6875484199802262
-0.2708505374711349	0.5244266385239948
0.5445576556380659	0.7345968117037707
-0.36892491049836235	-1.3189531733742312
1.0047435320626155	0.18590060775011635
0.4415795687491231	0.17298176790908992
0.9843390993474188	1.2301808622410821
-0.06348257607226358	0.8129650201408143
-0.3107307086030584	-0.035443448893556495
1.2020464679914298	0.5428373667752087
-0.06933286235818437	0.006960247443537598
1.4561829479146187	1.7495130580858265
-0.8639633033398436	-0.34308207050763806
0.5225402480479406	-0.1270846671670534
0.22225786410110582	-1.5780059737885181
-0.3669140204523674	-0.30917316441589465
-0.34053471910626026	0.2446873291521606
-0.25048746054023063	0.010266354130914979
0.5804471839692041	0.9634016792284297
-0.3000448398388397	-0.22339652401559726
-0.5287666976633717	-0.20498813818628292
0.5568921522261239	0.6479469092541136
0.3743671636955997	1.4884563996487605
0.43722806668027003	0.6222990235865786
-0.2773103179346948	-0.26821515445802013
0.12452168240116662	0.3773898445098279
