m1	m2	m3	m4	m5
0	0	2.084941854501699	0	0
0	-0.06813667241111387	0	0.2551632730821644	0
0	-0.6919004291704015	1.2631616148678135	0.6019004133493898	0
0.0497355277504064	0	2.519950243948246	0	1.0055297026180972
0	0	1.0320061978320658	0.815346951834019	0
-0.12015061417620293	0.27301714100743835	2.666312385126687	-0.12632256960400093	0
0	-0.6214361504455845	1.7520873047107124	0.824043789708905	0
0	0	1.666097362815622	-0.0830728181295654	1.2264174918236126
0	0	1.4873849343346732	0.2502936260013135	0.26294315879765656
-0.8430390021311436	-0.04780421063654705	1.3563721061562566	0.23635308561185725	0
0	-0.4247289963472196	2.0899225861872304	0	0.08092427304648492
0	-0.684807815599143	2.2145927154991933	0	1.2237115585332705
-0.9104792677519401	0	1.2339844446703894	0.3052634479626796	0
-0.11559854350185715	-0.1454818326490017	0.8585360005836546	-0.32553843963209883	1.6247668322680766
-0.9883318032274365	-0.2713497573555859	1.5779271811222484	1.0722919262816584	0.0400244141071184
0	0	1.9343411957861707	-0.1306965778121255	0.37264648329199174
-0.7690095370674992	-0.769606511558714	0	0.6599286559103408	0
-1.0192937963696	-0.1470326977986945	1.4457478438943887	0.8015944982849628	-2.4214080873076314
-0.2853563924677799	-1.3825473789545144	2.3213166345340626	0.06159777437000219	0.13046471172947052
-0.2680032584978242	0	1.7403062412520836	0	1.1961500688886495
0	-0.23672413099707879	2.804227712851762	-0.23859075678587124	0.183835962643291
0	0	1.845120821359065	0	0
-0.4560680675259908	0	1.6264823728497662	0.5336304965426105	0
0	0	1.9730193942061796	0	0
-1.1759134025716396	-0.9635226839093628	1.0100785391172402	0	1.914093663628428
-0.2796176778634055	0	1.8537683033969035	0	0
0	-0.3321964873339092	1.5900621506005534	0.4914609052283257	0.6838554989156015
-0.4530804083981142	0	1.8225683674824957	0	0
-0.49371609337602834	0	2.160102817483978	0	-0.047290911262341376
0	0	1.2558651192749508	0	0.37175318308538596
0	1.032643350866657	1.5781072114395733	0	0.4033124050626822
-0.7236706064587555	-0.929584250470386	0.5506423431289675	0.24218546324641638	0.5954041264359012
0	-0.42950758150480106	1.2141095381195814	-0.10757895838861334	2.3868842314400602
-0.12743665070192572	-0.44225182512715633	1.0515851699830625	-0.3861862730720204	0
0	-1.7563031536220823	0.5883791476872671	0.4290317077593121	-0.07424142896044916
-2.049405596585342	-1.3595538775421891	0	0	0
0	-0.05866685133060072	1.5079365403089617	0.7638915965532195	0
0	0	2.3221983733056732	0	1.060413371544889
0	0	1.727371967130632	0	0.9392204285203372
-0.9810973316166796	-0.45244515757300974	1.1595544984541584	-0.12730375313759226	0.06699202025969578
0	0	1.3046005945273076	0	0
0	0	2.0850189490871722	0.6949172787731919	0.7912822215890248
0	0.8076260241358358	2.091530586142481	-0.7347497078240746	0
0	0	1.9753261817875258	0.7310701293933	-0.9969620815882027
0	-0.8815087979395402	0.5017423029777326	0	0
0	-0.5228534132037201	1.494022123542479	0.966515522764504	0
0	0.03534485901357837	3.0248087278453832	-0.2905459815258876	1.1870695794288828
0	0	2.424674815083275	0.46491459861314655	0.9020411984223232
-1.0599338130620932	-0.4294273957020747	1.2764562718137245	0	0.6395779797264198
0	0	1.8337101017049062	0.794628609136794	0
